"BehaviorSpace results (NetLogo 6.2.2)"
"Segregation.nlogo"
"experiment"
"04/24/2025 22:31:15:177 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","%-similar-wanted","[step]","percent-unhappy"
"113","50","55","11","2.784222737819025"
"109","50","55","22","0.15117157974300832"
"116","50","55","3","24.941176470588236"
"111","50","55","16","0.8270676691729323"
"114","50","55","9","4.311649016641452"
"110","50","55","19","0.07598784194528875"
"112","50","55","16","0.37650602409638556"
"113","50","55","12","1.7014694508894046"
"115","50","55","4","17.539863325740317"
"109","50","55","23","0.15117157974300832"
"116","50","55","4","18.666666666666668"
"111","50","55","17","0.5263157894736842"
"110","50","55","20","0.07598784194528875"
"114","50","55","10","2.723146747352496"
"112","50","55","17","0.30120481927710846"
"113","50","55","13","1.3147718484145399"
"115","50","55","5","13.591495823842065"
"109","50","55","24","0.22675736961451248"
"116","50","55","5","14.823529411764705"
"111","50","55","18","0.4511278195488722"
"113","50","55","14","0.9280742459396751"
"110","50","55","21","0.07598784194528875"
"112","50","55","18","0.2259036144578313"
"114","50","55","11","2.344931921331316"
"115","50","55","6","11.161731207289293"
"109","50","55","25","0.3779289493575208"
"116","50","55","6","10.666666666666668"
"111","50","55","19","0.30075187969924816"
"113","50","55","15","0.6960556844547563"
"110","50","55","22","0.1519756838905775"
"112","50","55","19","0.15060240963855423"
"114","50","55","12","1.9667170953101363"
"109","50","55","26","0.15117157974300832"
"115","50","55","7","8.352315869400153"
"116","50","55","7","7.372549019607844"
"111","50","55","20","0.07518796992481204"
"113","50","55","16","0.5413766434648105"
"110","50","55","23","0.22796352583586624"
"114","50","55","13","1.5128593040847202"
"112","50","55","20","0"
"109","50","55","27","0.07558578987150416"
"115","50","55","8","5.239179954441914"
"116","50","55","8","5.96078431372549"
"111","50","55","21","0.07518796992481204"
"113","50","55","17","0.30935808197989173"
"110","50","55","24","0.22796352583586624"
"114","50","55","14","1.2102874432677762"
"117","50","55","0","59.47409126063419"
"109","50","55","28","0.07558578987150416"
"115","50","55","9","4.100227790432802"
"116","50","55","9","4.784313725490196"
"111","50","55","22","0"
"113","50","55","18","0.07733952049497293"
"110","50","55","25","0.07598784194528875"
"114","50","55","15","0.8320726172465961"
"109","50","55","29","0.15117157974300832"
"116","50","55","10","3.4509803921568625"
"115","50","55","10","3.264996203492786"
"113","50","55","19","0.07733952049497293"
"117","50","55","1","45.011600928074245"
"118","50","55","0","60.89597570235383"
"114","50","55","16","0.6051437216338881"
"110","50","55","26","0"
"109","50","55","30","0.15117157974300832"
"116","50","55","11","2.431372549019608"
"113","50","55","20","0"
"115","50","55","11","2.201974183750949"
"114","50","55","17","0.680786686838124"
"117","50","55","2","32.40525908739366"
"118","50","55","1","44.72285497342445"
"109","50","55","31","0.07558578987150416"
"119","50","55","0","61.49116064565718"
"115","50","55","12","1.8982536066818527"
"116","50","55","12","1.647058823529412"
"120","50","55","0","63.6643571978445"
"114","50","55","18","0.45385779122541603"
"117","50","55","3","24.207269914926528"
"118","50","55","2","33.63705391040243"
"109","50","55","32","0"
"115","50","55","13","1.6704631738800304"
"119","50","55","1","45.349730976172175"
"116","50","55","13","1.803921568627451"
"114","50","55","19","0.529500756429652"
"120","50","55","1","46.72825250192456"
"117","50","55","4","21.11368909512761"
"118","50","55","3","25.13287775246773"
"115","50","55","14","1.518602885345482"
"116","50","55","14","1.2549019607843137"
"121","50","60","0","57.80654988575781"
"119","50","55","2","34.66564181398924"
"114","50","55","20","0.45385779122541603"
"117","50","55","5","17.092034029389016"
"115","50","55","15","1.0630220197418374"
"120","50","55","2","31.947652040030793"
"118","50","55","4","18.754745634016704"
"116","50","55","15","0.8627450980392156"
"119","50","55","3","27.824750192159875"
"121","50","60","1","46.001523229246"
"114","50","55","21","0.22692889561270801"
"115","50","55","16","1.1389521640091116"
"117","50","55","6","12.14230471771075"
"116","50","55","16","0.5490196078431373"
"120","50","55","3","26.250962278675903"
"118","50","55","5","15.565679574791192"
"119","50","55","4","19.1391237509608"
"114","50","55","22","0.07564296520423601"
"121","50","60","2","34.34881949733435"
"115","50","55","17","0.683371298405467"
"116","50","55","17","0.7058823529411765"
"117","50","55","7","7.888631090487238"
"120","50","55","4","20.40030792917629"
"118","50","55","6","11.08580106302202"
"114","50","55","23","0.15128593040847202"
"115","50","55","18","0.759301442672741"
"119","50","55","5","13.37432744043044"
"116","50","55","18","0.6274509803921569"
"117","50","55","8","6.2645011600928076"
"121","50","60","3","25.514089870525513"
"120","50","55","5","13.625866050808314"
"118","50","55","7","8.200455580865604"
"114","50","55","24","0.07564296520423601"
"115","50","55","19","0.30372057706909644"
"119","50","55","6","10.069177555726364"
"117","50","55","9","5.02706883217324"
"115","50","55","20","0.15186028853454822"
"116","50","55","19","0.39215686274509803"
"120","50","55","6","10.931485758275597"
"114","50","55","25","0.07564296520423601"
"121","50","60","4","18.583396801218584"
"119","50","55","7","8.070714834742505"
"118","50","55","8","5.8466211085801065"
"117","50","55","10","3.17092034029389"
"116","50","55","20","0.1568627450980392"
"114","50","55","26","0.15128593040847202"
"120","50","55","7","8.468052347959969"
"115","50","55","21","0.07593014426727411"
"121","50","60","5","14.242193450114243"
"119","50","55","8","5.764796310530361"
"118","50","55","9","4.555808656036446"
"116","50","55","21","0.2352941176470588"
"117","50","55","11","2.8615622583139984"
"114","50","55","27","0.07564296520423601"
"120","50","55","8","5.542725173210162"
"115","50","55","22","0.07593014426727411"
"121","50","60","6","10.51028179741051"
"116","50","55","22","0.0784313725490196"
"119","50","55","9","3.5357417371252886"
"117","50","55","12","2.088167053364269"
"118","50","55","10","3.568716780561883"
"114","50","55","28","0.15128593040847202"
"115","50","55","23","0"
"120","50","55","9","4.311008468052348"
"116","50","55","23","0.0784313725490196"
"121","50","60","7","7.844630616907845"
"119","50","55","10","2.4596464258262873"
"118","50","55","11","2.3538344722854974"
"117","50","55","13","1.237432327919567"
"114","50","55","29","0.15128593040847202"
"116","50","55","24","0.0784313725490196"
"120","50","55","10","3.0023094688221708"
"121","50","60","8","4.874333587204874"
"119","50","55","11","2.1521906225980016"
"118","50","55","12","1.518602885345482"
"117","50","55","14","1.082753286929621"
"122","50","60","0","62.33082706766917"
"114","50","55","30","0.22692889561270801"
"116","50","55","25","0"
"120","50","55","11","2.4634334103156275"
"121","50","60","9","4.188880426504189"
"117","50","55","15","1.005413766434648"
"118","50","55","13","1.29081245254366"
"119","50","55","12","1.4604150653343582"
"114","50","55","31","0.22692889561270801"
"122","50","60","1","48.195488721804516"
"117","50","55","16","0.8507347254447023"
"121","50","60","10","3.198781416603199"
"120","50","55","12","2.001539645881447"
"118","50","55","14","0.9111617312072893"
"119","50","55","13","1.2298232129131437"
"123","50","60","0","64.83946750195771"
"114","50","55","32","0.15128593040847202"
"118","50","55","15","0.45558086560364464"
"121","50","60","11","1.904036557501904"
"117","50","55","17","0.5413766434648105"
"122","50","60","2","35.78947368421053"
"120","50","55","13","1.308698999230177"
"119","50","55","14","1.0760953112990008"
"114","50","55","33","0"
"123","50","60","1","48.94283476898982"
"117","50","55","18","0.5413766434648105"
"118","50","55","16","0.45558086560364464"
"121","50","60","12","1.4470677837014472"
"120","50","55","14","0.9237875288683602"
"119","50","55","15","0.8455034588777863"
"122","50","60","3","27.44360902255639"
"118","50","55","17","0.45558086560364464"
"117","50","55","19","0.3866976024748647"
"121","50","60","13","1.1424219345011426"
"120","50","55","15","0.6928406466512702"
"124","50","60","0","57.497995188452286"
"123","50","60","2","37.43148003132342"
"119","50","55","16","0.3074558032282859"
"122","50","60","4","22.781954887218046"
"118","50","55","18","0.22779043280182232"
"121","50","60","14","0.38080731150038083"
"120","50","55","16","0.6158583525789069"
"123","50","60","3","26.311667971808927"
"124","50","60","1","42.1812349639134"
"117","50","55","20","0.23201856148491878"
"119","50","55","17","0.23059185242121444"
"122","50","60","5","16.842105263157894"
"118","50","55","19","0.15186028853454822"
"121","50","60","15","0.38080731150038083"
"120","50","55","17","0.4618937644341801"
"117","50","55","21","0.3866976024748647"
"123","50","60","4","19.655442443226313"
"124","50","60","2","29.91178829190056"
"119","50","55","18","0.15372790161414296"
"122","50","60","6","13.984962406015036"
"121","50","60","16","0.2284843869002285"
"118","50","55","20","0.22779043280182232"
"117","50","55","22","0.3866976024748647"
"120","50","55","18","0.30792917628945343"
"119","50","55","19","0.15372790161414296"
"124","50","60","3","23.9775461106656"
"123","50","60","5","14.722004698512137"
"122","50","60","7","10"
"118","50","55","21","0.07593014426727411"
"121","50","60","17","0.2284843869002285"
"117","50","55","23","0.3866976024748647"
"119","50","55","20","0.15372790161414296"
"120","50","55","19","0.23094688221709006"
"123","50","60","6","9.945184025058731"
"124","50","60","4","18.043303929430635"
"122","50","60","8","8.045112781954886"
"121","50","60","18","0"
"118","50","55","22","0.07593014426727411"
"117","50","55","24","0.5413766434648105"
"119","50","55","21","0.15372790161414296"
"120","50","55","20","0.23094688221709006"
"123","50","60","7","6.891151135473766"
"124","50","60","5","14.91579791499599"
"122","50","60","9","6.090225563909774"
"118","50","55","23","0.07593014426727411"
"117","50","55","25","0.5413766434648105"
"125","50","60","0","61.52073732718893"
"123","50","60","8","5.716523101018011"
"119","50","55","22","0.15372790161414296"
"120","50","55","21","0.30792917628945343"
"124","50","60","6","10.264635124298316"
"122","50","60","10","4.962406015037594"
"118","50","55","24","0"
"117","50","55","26","0.3866976024748647"
"123","50","60","9","4.072043852779953"
"124","50","60","7","8.2598235765838"
"120","50","55","22","0.3849114703618168"
"119","50","55","23","0.15372790161414296"
"125","50","60","1","43.77880184331797"
"122","50","60","11","3.7593984962406015"
"123","50","60","10","2.975724353954581"
"117","50","55","27","0.30935808197989173"
"124","50","60","8","6.335204490777866"
"126","50","60","0","64.24625098658248"
"120","50","55","23","0.07698229407236336"
"119","50","55","24","0.07686395080707148"
"125","50","60","2","33.026113671274956"
"122","50","60","12","2.180451127819549"
"123","50","60","11","2.5841816758026623"
"117","50","55","28","0.23201856148491878"
"124","50","60","9","4.490777866880514"
"119","50","55","25","0"
"120","50","55","24","0.07698229407236336"
"126","50","60","1","43.56748224151539"
"125","50","60","3","24.347158218125962"
"123","50","60","12","2.11433046202036"
"122","50","60","13","1.5789473684210527"
"124","50","60","10","3.5284683239775463"
"117","50","55","29","0.15467904098994587"
"127","50","60","0","58.740157480314956"
"120","50","55","25","0.15396458814472672"
"126","50","60","2","34.806629834254146"
"124","50","60","11","2.886928628708901"
"123","50","60","13","1.1746280344557558"
"125","50","60","4","19.12442396313364"
"122","50","60","14","1.1278195488721803"
"117","50","55","30","0.23201856148491878"
"120","50","55","26","0"
"126","50","60","3","29.51854775059195"
"127","50","60","1","43.77952755905512"
"125","50","60","5","12.82642089093702"
"124","50","60","12","2.3255813953488373"
"122","50","60","15","0.6766917293233082"
"123","50","60","14","0.7047768206734534"
"117","50","55","31","0.30935808197989173"
"124","50","60","13","2.245388933440257"
"126","50","60","4","23.756906077348066"
"125","50","60","6","9.600614439324117"
"122","50","60","16","0.5263157894736842"
"127","50","60","2","35.039370078740156"
"128","50","60","0","59.817351598173516"
"123","50","60","15","0.548159749412686"
"117","50","55","32","0.07733952049497293"
"124","50","60","14","2.245388933440257"
"126","50","60","5","17.837411207576952"
"125","50","60","7","7.373271889400922"
"122","50","60","17","0.37593984962406013"
"123","50","60","16","0.4698512137823023"
"127","50","60","3","27.244094488188974"
"117","50","55","33","0"
"124","50","60","15","2.0048115477145148"
"128","50","60","1","44.06392694063927"
"125","50","60","8","4.915514592933948"
"126","50","60","6","13.733228097868983"
"122","50","60","18","0.2255639097744361"
"123","50","60","17","0.31323414252153486"
"124","50","60","16","1.36327185244587"
"127","50","60","4","21.338582677165356"
"129","50","60","0","61.90119760479041"
"125","50","60","9","3.3794162826420893"
"123","50","60","18","0.31323414252153486"
"128","50","60","2","34.39878234398782"
"126","50","60","7","10.497237569060774"
"124","50","60","17","1.2830793905372895"
"122","50","60","19","0.07518796992481204"
"127","50","60","5","16.22047244094488"
"125","50","60","10","2.8417818740399383"
"123","50","60","19","0.23492560689115116"
"129","50","60","1","47.00598802395209"
"124","50","60","18","1.0425020048115476"
"126","50","60","8","8.445146014206788"
"128","50","60","3","26.48401826484018"
"122","50","60","20","0.07518796992481204"
"127","50","60","6","11.181102362204724"
"125","50","60","11","2.1505376344086025"
"123","50","60","20","0.15661707126076743"
"124","50","60","19","0.5613472333600642"
"126","50","60","9","6.235201262825572"
"129","50","60","2","34.3562874251497"
"128","50","60","4","19.101978691019784"
"122","50","60","21","0"
"125","50","60","12","1.4592933947772657"
"123","50","60","21","0.15661707126076743"
"127","50","60","7","9.84251968503937"
"124","50","60","20","0.5613472333600642"
"126","50","60","10","4.577742699289661"
"128","50","60","5","15.144596651445966"
"129","50","60","3","26.721556886227543"
"125","50","60","13","1.30568356374808"
"123","50","60","22","0.15661707126076743"
"124","50","60","21","0.32076984763432237"
"127","50","60","8","6.299212598425196"
"126","50","60","11","2.841357537490134"
"125","50","60","14","0.9216589861751152"
"130","50","60","0","59.64368706429125"
"124","50","60","22","0.16038492381716118"
"123","50","60","23","0.23492560689115116"
"126","50","60","12","2.2888713496448303"
"128","50","60","6","10.6544901065449"
"127","50","60","9","4.409448818897638"
"125","50","60","15","0.8448540706605223"
"124","50","60","23","0"
"129","50","60","4","20.508982035928145"
"123","50","60","24","0.15661707126076743"
"126","50","60","13","1.7363851617995265"
"127","50","60","10","3.858267716535433"
"130","50","60","1","43.609604957397366"
"128","50","60","7","8.447488584474886"
"125","50","60","16","0.38402457757296465"
"123","50","60","25","0.15661707126076743"
"126","50","60","14","1.1838989739542225"
"131","50","60","0","60.24653312788906"
"129","50","60","5","14.97005988023952"
"127","50","60","11","3.543307086614173"
"128","50","60","8","6.392694063926941"
"130","50","60","2","36.48334624322231"
"125","50","60","17","0.4608294930875576"
"126","50","60","15","0.7103393843725335"
"123","50","60","26","0"
"129","50","60","6","12.5"
"127","50","60","12","2.8346456692913384"
"128","50","60","9","4.41400304414003"
"131","50","60","1","44.14483821263482"
"130","50","60","3","27.11076684740511"
"126","50","60","16","0.4735595895816891"
"125","50","60","18","0.30721966205837176"
"132","50","60","0","62.82919488337095"
"128","50","60","10","3.50076103500761"
"127","50","60","13","1.811023622047244"
"129","50","60","7","9.655688622754491"
"130","50","60","4","20.21688613477924"
"131","50","60","2","33.51309707241911"
"126","50","60","17","0.5524861878453038"
"125","50","60","19","0.30721966205837176"
"127","50","60","14","1.811023622047244"
"128","50","60","11","2.28310502283105"
"129","50","60","8","6.362275449101797"
"130","50","60","5","15.259488768396592"
"132","50","60","1","44.31903686982694"
"126","50","60","18","0.3946329913180742"
"125","50","60","20","0.2304147465437788"
"131","50","60","3","26.502311248073962"
"127","50","60","15","1.6535433070866141"
"128","50","60","12","1.36986301369863"
"129","50","60","9","4.865269461077845"
"126","50","60","19","0.3946329913180742"
"130","50","60","6","10.689388071262588"
"125","50","60","21","0.15360983102918588"
"132","50","60","2","35.44018058690745"
"127","50","60","16","1.574803149606299"
"128","50","60","13","0.76103500761035"
"129","50","60","10","3.817365269461078"
"131","50","60","4","19.72265023112481"
"126","50","60","20","0.3946329913180742"
"125","50","60","22","0.15360983102918588"
"130","50","60","7","8.907823392718822"
"127","50","60","17","1.1811023622047243"
"128","50","60","14","0.76103500761035"
"132","50","60","3","26.63656884875846"
"126","50","60","21","0.3946329913180742"
"129","50","60","11","3.44311377245509"
"131","50","60","5","16.101694915254235"
"125","50","60","23","0.07680491551459294"
"130","50","60","8","7.126258714175059"
"127","50","60","18","1.1023622047244095"
"126","50","60","22","0.3946329913180742"
"129","50","60","12","2.095808383233533"
"132","50","60","4","19.48833709556057"
"128","50","60","15","0.380517503805175"
"125","50","60","24","0"
"127","50","60","19","1.0236220472440944"
"131","50","60","6","13.097072419106318"
"130","50","60","9","5.189775367931835"
"129","50","60","13","1.4221556886227544"
"128","50","60","16","0.30441400304414"
"127","50","60","20","1.1811023622047243"
"126","50","60","23","0.6314127861089187"
"133","50","60","0","59.19938414164743"
"132","50","60","5","15.274642588412341"
"130","50","60","10","4.337722695584818"
"131","50","60","7","11.40215716486903"
"128","50","60","17","0.30441400304414"
"129","50","60","14","1.0479041916167664"
"127","50","60","21","0.5511811023622047"
"126","50","60","24","0.4735595895816891"
"132","50","60","6","11.81339352896915"
"130","50","60","11","2.7110766847405112"
"133","50","60","1","44.64973056197075"
"131","50","60","8","9.01386748844376"
"128","50","60","18","0.15220700152207"
"126","50","60","25","0.31570639305445936"
"127","50","60","22","0.23622047244094488"
"129","50","60","15","0.8982035928143712"
"132","50","60","7","9.255079006772009"
"130","50","60","12","1.7041053446940357"
"131","50","60","9","6.8567026194144844"
"127","50","60","23","0.15748031496062992"
"133","50","60","2","34.565050038491144"
"128","50","60","19","0.30441400304414"
"126","50","60","26","0.31570639305445936"
"129","50","60","16","1.0479041916167664"
"130","50","60","13","1.6266460108443066"
"132","50","60","8","8.35214446952596"
"131","50","60","10","4.23728813559322"
"127","50","60","24","0.23622047244094488"
"126","50","60","27","0"
"128","50","60","20","0.15220700152207"
"133","50","60","3","28.329484218629712"
"129","50","60","17","1.122754491017964"
"130","50","60","14","1.0844306738962044"
"132","50","60","9","6.471030850263356"
"127","50","60","25","0.15748031496062992"
"131","50","60","11","3.3127889060092452"
"128","50","60","21","0.076103500761035"
"129","50","60","18","0.7485029940119761"
"130","50","60","15","0.5422153369481022"
"133","50","60","4","20.785219399538107"
"134","50","60","0","59.511472982975576"
"132","50","60","10","5.718585402558315"
"127","50","60","26","0.15748031496062992"
"131","50","60","12","2.9275808936825887"
"128","50","60","22","0.076103500761035"
"130","50","60","16","0.46475600309837334"
"129","50","60","19","0.5988023952095809"
"133","50","60","5","14.47267128560431"
"132","50","60","11","3.611738148984198"
"127","50","60","27","0.15748031496062992"
"134","50","60","1","42.33900814211695"
"131","50","60","13","1.9260400616332818"
"130","50","60","17","0.23237800154918667"
"129","50","60","20","0.29940119760479045"
"128","50","60","23","0"
"133","50","60","6","11.547344110854503"
"127","50","60","28","0.15748031496062992"
"132","50","60","12","2.9345372460496613"
"131","50","60","14","1.3097072419106317"
"130","50","60","18","0.23237800154918667"
"134","50","60","2","30.12583271650629"
"129","50","60","21","0.2245508982035928"
"133","50","60","7","9.468822170900692"
"132","50","60","13","1.805869074492099"
"131","50","60","15","0.46224961479198773"
"135","50","60","0","60.764430577223095"
"130","50","60","19","0.23237800154918667"
"127","50","60","29","0.15748031496062992"
"129","50","60","22","0.2245508982035928"
"134","50","60","3","21.169504071058476"
"131","50","60","16","0.30816640986132515"
"132","50","60","14","1.5048908954100828"
"130","50","60","20","0.1549186676994578"
"135","50","60","1","44.383775351014044"
"127","50","60","30","0.15748031496062992"
"133","50","60","8","8.468052347959969"
"129","50","60","23","0.14970059880239522"
"134","50","60","4","16.506291635825317"
"131","50","60","17","0.30816640986132515"
"130","50","60","21","0.1549186676994578"
"132","50","60","15","1.1286681715575622"
"127","50","60","31","0.15748031496062992"
"133","50","60","9","5.773672055427252"
"129","50","60","24","0.07485029940119761"
"135","50","60","2","33.61934477379095"
"134","50","60","5","11.695040710584752"
"131","50","60","18","0.23112480739599386"
"130","50","60","22","0.0774593338497289"
"127","50","60","32","0.15748031496062992"
"132","50","60","16","1.1286681715575622"
"133","50","60","10","4.080061585835258"
"129","50","60","25","0"
"131","50","60","19","0.15408320493066258"
"135","50","60","3","25.507020280811233"
"134","50","60","6","9.104367135455218"
"130","50","60","23","0"
"127","50","60","33","0.15748031496062992"
"132","50","60","17","0.4514672686230248"
"133","50","60","11","3.0023094688221708"
"131","50","60","20","0.07704160246533129"
"135","50","60","4","18.564742589703588"
"134","50","60","7","7.031828275351591"
"136","50","60","0","60.346184107002365"
"127","50","60","34","0.15748031496062992"
"132","50","60","18","0.3009781790820165"
"137","50","60","0","62.10526315789474"
"133","50","60","12","1.924557351809084"
"131","50","60","21","0.07704160246533129"
"135","50","60","5","14.19656786271451"
"134","50","60","8","6.14359733530718"
"127","50","60","35","0.23622047244094488"
"132","50","60","19","0.2257336343115124"
"136","50","60","1","46.970889063729345"
"133","50","60","13","1.8475750577367205"
"131","50","60","22","0"
"135","50","60","6","10.218408736349453"
"137","50","60","1","45.26315789473684"
"134","50","60","9","4.737231680236861"
"127","50","60","36","0.15748031496062992"
"132","50","60","20","0.2257336343115124"
"133","50","60","14","1.077752117013087"
"135","50","60","7","7.878315132605304"
"136","50","60","2","35.562549173878836"
"134","50","60","10","3.552923760177646"
"138","50","60","0","61.16207951070336"
"127","50","60","37","0.07874015748031496"
"137","50","60","2","34.58646616541353"
"132","50","60","21","0.3009781790820165"
"135","50","60","8","6.786271450858035"
"133","50","60","15","0.7698229407236336"
"136","50","60","3","26.514555468135327"
"134","50","60","11","3.182827535159141"
"127","50","60","38","0"
"137","50","60","3","26.015037593984964"
"138","50","60","1","47.018348623853214"
"132","50","60","22","0.3009781790820165"
"135","50","60","9","5.850234009360374"
"133","50","60","16","0.3849114703618168"
"136","50","60","4","20.14162077104642"
"134","50","60","12","2.8127313101406366"
"139","50","60","0","58.92586989409985"
"132","50","60","23","0.3009781790820165"
"138","50","60","2","33.79204892966361"
"137","50","60","4","19.473684210526315"
"133","50","60","17","0.30792917628945343"
"135","50","60","10","4.99219968798752"
"134","50","60","13","1.7024426350851223"
"136","50","60","5","17.073170731707318"
"132","50","60","24","0.2257336343115124"
"133","50","60","18","0.15396458814472672"
"137","50","60","5","14.285714285714285"
"138","50","60","3","24.31192660550459"
"135","50","60","11","3.1981279251170043"
"139","50","60","1","46.2178517397882"
"134","50","60","14","1.2583271650629164"
"136","50","60","6","12.745869394177815"
"133","50","60","19","0.15396458814472672"
"132","50","60","25","0.15048908954100826"
"135","50","60","12","2.80811232449298"
"138","50","60","4","17.966360856269112"
"137","50","60","6","10.150375939849624"
"139","50","60","2","36.68683812405446"
"134","50","60","15","0.7401924500370096"
"133","50","60","20","0.07698229407236336"
"132","50","60","26","0.15048908954100826"
"136","50","60","7","9.12667191188041"
"135","50","60","13","2.2620904836193447"
"138","50","60","5","13.914373088685014"
"137","50","60","7","7.142857142857142"
"133","50","60","21","0.07698229407236336"
"134","50","60","16","0.44411547002220575"
"132","50","60","27","0.15048908954100826"
"139","50","60","3","30.63540090771558"
"136","50","60","8","7.553107789142407"
"135","50","60","14","1.87207488299532"
"138","50","60","6","10.703363914373089"
"137","50","60","8","5.7894736842105265"
"133","50","60","22","0"
"134","50","60","17","0.2960769800148038"
"132","50","60","28","0.07524454477050413"
"136","50","60","9","5.192761605035405"
"139","50","60","4","20.347957639939484"
"135","50","60","15","1.24804992199688"
"137","50","60","9","4.887218045112782"
"138","50","60","7","7.64525993883792"
"134","50","60","18","0.2960769800148038"
"132","50","60","29","0.07524454477050413"
"136","50","60","10","3.7765538945712036"
"140","50","60","0","58.89992360580596"
"135","50","60","16","0.702028081123245"
"139","50","60","5","16.338880484114977"
"138","50","60","8","5.351681957186544"
"137","50","60","10","3.082706766917293"
"136","50","60","11","3.068450039339103"
"134","50","60","19","0.22205773501110287"
"132","50","60","30","0.07524454477050413"
"135","50","60","17","0.702028081123245"
"140","50","60","1","43.31550802139038"
"138","50","60","9","3.9755351681957185"
"137","50","60","11","2.631578947368421"
"139","50","60","6","12.632375189107414"
"136","50","60","12","1.5735641227380015"
"134","50","60","20","0.1480384900074019"
"132","50","60","31","0.07524454477050413"
"135","50","60","18","0.702028081123245"
"140","50","60","2","35.52330022918258"
"138","50","60","10","2.675840978593272"
"137","50","60","12","1.8796992481203008"
"139","50","60","7","10.136157337367626"
"136","50","60","13","1.2588512981904012"
"134","50","60","21","0.1480384900074019"
"132","50","60","32","0"
"135","50","60","19","0.46801872074883"
"136","50","60","14","1.0228166797797011"
"137","50","60","13","1.2781954887218046"
"138","50","60","11","2.3700305810397553"
"139","50","60","8","7.034795763993948"
"140","50","60","3","25.744843391902215"
"141","50","60","0","59.12975912975913"
"134","50","60","22","0.07401924500370095"
"135","50","60","20","0.39001560062402496"
"136","50","60","15","0.47206923682140045"
"137","50","60","14","0.9774436090225564"
"138","50","60","12","1.7584097859327217"
"135","50","60","21","0.39001560062402496"
"136","50","60","16","0.3933910306845004"
"141","50","60","1","43.58974358974359"
"137","50","60","15","1.2030075187969926"
"139","50","60","9","5.143721633888049"
"134","50","60","23","0.07401924500370095"
"135","50","60","22","0.15600624024961"
"140","50","60","4","20.55003819709702"
"136","50","60","17","0.23603461841070023"
"138","50","60","13","1.2232415902140672"
"137","50","60","16","1.1278195488721803"
"141","50","60","2","34.88733488733489"
"134","50","60","24","0.1480384900074019"
"139","50","60","10","3.177004538577912"
"135","50","60","23","0.15600624024961"
"140","50","60","5","13.521772345301757"
"136","50","60","18","0.15735641227380015"
"138","50","60","14","0.9174311926605505"
"137","50","60","17","0.6015037593984963"
"139","50","60","11","2.723146747352496"
"134","50","60","25","0.22205773501110287"
"141","50","60","3","26.107226107226104"
"135","50","60","24","0.15600624024961"
"136","50","60","19","0.23603461841070023"
"140","50","60","6","10.236822001527884"
"138","50","60","15","0.6880733944954129"
"137","50","60","18","0.30075187969924816"
"139","50","60","12","2.1936459909228443"
"134","50","60","26","0.07401924500370095"
"135","50","60","25","0.078003120124805"
"136","50","60","20","0.23603461841070023"
"140","50","60","7","7.944996180290298"
"138","50","60","16","0.6880733944954129"
"137","50","60","19","0.37593984962406013"
"141","50","60","4","20.35742035742036"
"139","50","60","13","2.118003025718608"
"134","50","60","27","0.07401924500370095"
"135","50","60","26","0.15600624024961"
"136","50","60","21","0.3933910306845004"
"138","50","60","17","0.6880733944954129"
"137","50","60","20","0.30075187969924816"
"141","50","60","5","15.773115773115773"
"139","50","60","14","1.8154311649016641"
"135","50","60","27","0.234009360374415"
"140","50","60","8","5.805958747135217"
"136","50","60","22","0.23603461841070023"
"138","50","60","18","0.45871559633027525"
"134","50","60","28","0.07401924500370095"
"137","50","60","21","0.37593984962406013"
"139","50","60","15","1.2859304084720122"
"135","50","60","28","0.15600624024961"
"136","50","60","23","0"
"141","50","60","6","12.587412587412588"
"138","50","60","19","0.382262996941896"
"140","50","60","9","4.125286478227655"
"137","50","60","22","0.15037593984962408"
"135","50","60","29","0.15600624024961"
"134","50","60","29","0.07401924500370095"
"139","50","60","16","1.13464447806354"
"138","50","60","20","0.3058103975535168"
"140","50","60","10","2.979373567608862"
"137","50","60","23","0.07518796992481204"
"141","50","60","7","8.935508935508937"
"142","50","60","0","59.24207269914926"
"135","50","60","30","0.078003120124805"
"134","50","60","30","0.07401924500370095"
"139","50","60","17","0.680786686838124"
"138","50","60","21","0.382262996941896"
"140","50","60","11","1.757066462948816"
"141","50","60","8","8.158508158508159"
"135","50","60","31","0"
"134","50","60","31","0.07401924500370095"
"139","50","60","18","0.45385779122541603"
"137","50","60","24","0.07518796992481204"
"140","50","60","12","1.2987012987012987"
"141","50","60","9","6.993006993006993"
"138","50","60","22","0.5351681957186544"
"142","50","60","1","44.08352668213457"
"134","50","60","32","0"
"139","50","60","19","0.37821482602118006"
"140","50","60","13","1.2223071046600458"
"141","50","60","10","4.662004662004662"
"143","50","60","0","58.68725868725869"
"138","50","60","23","0.382262996941896"
"137","50","60","25","0.07518796992481204"
"142","50","60","2","33.7200309358082"
"144","50","60","0","58.11437403400309"
"139","50","60","20","0.15128593040847202"
"140","50","60","14","0.8403361344537815"
"141","50","60","11","3.651903651903652"
"138","50","60","24","0.22935779816513763"
"137","50","60","26","0.07518796992481204"
"143","50","60","1","44.01544401544402"
"142","50","60","3","25.986078886310903"
"139","50","60","21","0.15128593040847202"
"141","50","60","12","2.7195027195027195"
"138","50","60","25","0.22935779816513763"
"140","50","60","15","0.6875477463712758"
"144","50","60","1","44.6676970633694"
"137","50","60","27","0.07518796992481204"
