"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Wolf_Sheep_Predation_simpler.nlogox"
"experiment"
"01/20/2026 20:37:47:932 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","initial-number-sheep","initial-number-wolves","wolf-reproduce","sheep-reproduce","grass-regrowth-time","[step]","grass_remaining"
"208","50","50","9","9","40","190","79.20030757401"
"212","50","50","9","9","60","61","114.95578623606305"
"214","50","50","9","9","60","30","115.0326797385621"
"213","50","50","9","9","60","87","76.20146097654748"
"210","50","50","9","9","40","166","66.58977316416762"
"214","50","50","9","9","60","31","115.34025374855824"
"212","50","50","9","9","60","62","113.57170319108036"
"208","50","50","9","9","40","191","79.20030757401"
"213","50","50","9","9","60","88","75.35563244905805"
"205","50","50","9","9","40","190","78.73894655901576"
"210","50","50","9","9","40","167","66.58977316416762"
"213","50","50","9","9","60","89","75.27873894655902"
"212","50","50","9","9","60","63","112.41830065359477"
"214","50","50","9","9","60","32","115.80161476355248"
"208","50","50","9","9","40","192","79.43098808150711"
"213","50","50","9","9","60","90","74.89427143406382"
"214","50","50","9","9","60","33","115.95540176855056"
"210","50","50","9","9","40","168","66.7435601691657"
"212","50","50","9","9","60","64","110.88043060361399"
"205","50","50","9","9","40","191","79.8154555940023"
"214","50","50","9","9","60","34","116.10918877354864"
"210","50","50","9","9","40","169","68.1276432141484"
"213","50","50","9","9","60","91","73.97154940407536"
"208","50","50","9","9","40","193","79.89234909650135"
"212","50","50","9","9","60","65","110.1114955786236"
"214","50","50","9","9","60","35","115.49404075355632"
"210","50","50","9","9","40","170","68.1276432141484"
"208","50","50","9","9","40","194","80.43060361399462"
"212","50","50","9","9","60","66","109.18877354863514"
"213","50","50","9","9","60","92","73.74086889657823"
"214","50","50","9","9","60","36","116.03229527104959"
"208","50","50","9","9","40","195","79.96924259900038"
"205","50","50","9","9","40","192","80.35371011149557"
"208","50","50","9","9","40","196","80.81507112648981"
"214","50","50","9","9","60","37","115.6478277585544"
"210","50","50","9","9","40","171","68.43521722414457"
"212","50","50","9","9","60","67","107.11264898116109"
"213","50","50","9","9","60","93","73.43329488658209"
"208","50","50","9","9","40","197","81.04575163398692"
"205","50","50","9","9","40","193","80.12302960399846"
"208","50","50","9","9","40","198","81.35332564398308"
"213","50","50","9","9","60","94","72.58746635909266"
"212","50","50","9","9","60","68","105.11341791618608"
"210","50","50","9","9","40","172","69.20415224913495"
"214","50","50","9","9","60","38","115.18646674356017"
"208","50","50","9","9","40","199","82.19915417147251"
"210","50","50","9","9","40","173","68.89657823913879"
"205","50","50","9","9","40","194","79.96924259900038"
"210","50","50","9","9","40","174","68.81968473663976"
"212","50","50","9","9","60","69","103.42176086120723"
"208","50","50","9","9","40","200","83.66013071895425"
"213","50","50","9","9","60","95","73.04882737408688"
"214","50","50","9","9","60","39","114.2637447135717"
"210","50","50","9","9","40","175","68.89657823913879"
"205","50","50","9","9","40","195","80.66128412149173"
"213","50","50","9","9","60","96","72.89504036908882"
"214","50","50","9","9","60","40","114.57131872356786"
"212","50","50","9","9","60","70","101.88389081122645"
"215","50","50","9","9","60","0","7.6893502499038835"
"210","50","50","9","9","40","176","69.1272587466359"
"214","50","50","9","9","60","41","114.10995770857363"
"215","50","50","9","9","60","1","99.50019223375625"
"212","50","50","9","9","60","71","99.96155324875048"
"205","50","50","9","9","40","196","80.81507112648981"
"212","50","50","9","9","60","72","98.65436370626682"
"215","50","50","9","9","60","2","98.96193771626298"
"213","50","50","9","9","60","97","72.66435986159169"
"210","50","50","9","9","40","177","70.20376778162245"
"214","50","50","9","9","60","42","114.2637447135717"
"212","50","50","9","9","60","73","97.27028066128412"
"205","50","50","9","9","40","197","80.12302960399846"
"212","50","50","9","9","60","74","95.27104959630911"
"214","50","50","9","9","60","43","113.8792772010765"
"215","50","50","9","9","60","3","99.73087274125336"
"213","50","50","9","9","60","98","72.51057285659361"
"210","50","50","9","9","40","178","70.43444828911957"
"205","50","50","9","9","40","198","79.66166858900424"
"214","50","50","9","9","60","44","113.8792772010765"
"210","50","50","9","9","40","179","70.04998077662438"
"213","50","50","9","9","60","99","72.51057285659361"
"212","50","50","9","9","60","75","93.42560553633218"
"215","50","50","9","9","60","4","100.03844675124952"
"210","50","50","9","9","40","180","69.97308727412533"
"212","50","50","9","9","60","76","91.73394848135332"
"213","50","50","9","9","60","100","72.81814686658977"
"214","50","50","9","9","60","45","112.80276816608996"
"215","50","50","9","9","60","5","100.1922337562476"
"205","50","50","9","9","40","199","79.96924259900038"
"212","50","50","9","9","60","77","89.5040369088812"
"210","50","50","9","9","40","181","70.43444828911957"
"215","50","50","9","9","60","6","100.73048827374087"
"213","50","50","9","9","60","101","72.35678585159555"
"214","50","50","9","9","60","46","112.87966166858901"
"215","50","50","9","9","60","7","101.73010380622837"
"212","50","50","9","9","60","78","87.73548635140331"
"210","50","50","9","9","40","182","71.43406382160707"
"205","50","50","9","9","40","200","79.8154555940023"
"215","50","50","9","9","60","8","101.26874279123415"
"214","50","50","9","9","60","47","110.95732410611303"
"212","50","50","9","9","60","79","86.04382929642445"
"210","50","50","9","9","40","183","71.58785082660515"
"213","50","50","9","9","60","102","72.12610534409842"
"210","50","50","9","9","40","184","72.43367935409458"
"213","50","50","9","9","60","103","71.58785082660515"
"214","50","50","9","9","60","48","110.64975009611688"
"212","50","50","9","9","60","80","85.04421376393695"
"215","50","50","9","9","60","9","102.49903883121877"
"213","50","50","9","9","60","104","71.58785082660515"
"214","50","50","9","9","60","49","109.26566705113417"
"215","50","50","9","9","60","10","102.88350634371396"
"210","50","50","9","9","40","185","72.97193387158785"
"213","50","50","9","9","60","105","71.58785082660515"
"212","50","50","9","9","60","81","84.27527873894655"
"214","50","50","9","9","60","50","107.95847750865052"
"215","50","50","9","9","60","11","103.11418685121107"
"210","50","50","9","9","40","186","73.89465590157631"
"215","50","50","9","9","60","12","103.34486735870819"
"214","50","50","9","9","60","51","107.49711649365629"
"212","50","50","9","9","60","82","83.12187620146098"
"213","50","50","9","9","60","106","72.2798923490965"
"210","50","50","9","9","40","187","75.0480584390619"
"214","50","50","9","9","60","52","106.7281814686659"
"215","50","50","9","9","60","13","104.11380238369858"
"213","50","50","9","9","60","107","72.43367935409458"
"212","50","50","9","9","60","83","82.12226066897347"
"214","50","50","9","9","60","53","105.42099192618224"
"210","50","50","9","9","40","188","76.20146097654748"
"215","50","50","9","9","60","14","104.959630911188"
"212","50","50","9","9","60","84","80.66128412149173"
"213","50","50","9","9","60","108","72.43367935409458"
"214","50","50","9","9","60","54","104.11380238369858"
"210","50","50","9","9","40","189","77.8162245290273"
"211","50","50","9","9","60","95","67.51249519415609"
"215","50","50","9","9","60","15","105.19031141868513"
"212","50","50","9","9","60","85","79.58477508650519"
"216","50","50","9","9","60","0","7.6893502499038835"
"212","50","50","9","9","60","86","78.58515955401768"
"211","50","50","9","9","60","96","67.82006920415225"
"215","50","50","9","9","60","16","105.42099192618224"
"210","50","50","9","9","40","190","78.73894655901576"
"214","50","50","9","9","60","55","103.11418685121107"
"213","50","50","9","9","60","109","72.74125336409074"
"216","50","50","9","9","60","1","99.4232987312572"
"210","50","50","9","9","40","191","80.81507112648981"
"211","50","50","9","9","60","97","67.28181468665898"
"213","50","50","9","9","60","110","73.20261437908496"
"212","50","50","9","9","60","87","78.12379853902345"
"215","50","50","9","9","60","17","105.11341791618608"
"214","50","50","9","9","60","56","102.65282583621683"
"211","50","50","9","9","60","98","67.35870818915802"
"216","50","50","9","9","60","2","99.34640522875817"
"214","50","50","9","9","60","57","101.88389081122645"
"212","50","50","9","9","60","88","76.50903498654364"
"213","50","50","9","9","60","111","73.43329488658209"
"215","50","50","9","9","60","18","105.42099192618224"
"211","50","50","9","9","60","99","67.28181468665898"
"210","50","50","9","9","40","192","81.66089965397924"
"211","50","50","9","9","60","100","67.28181468665898"
"212","50","50","9","9","60","89","76.12456747404845"
"216","50","50","9","9","60","3","100.03844675124952"
"210","50","50","9","9","40","193","82.04536716647443"
"212","50","50","9","9","60","90","75.0480584390619"
"213","50","50","9","9","60","112","73.81776239907728"
"215","50","50","9","9","60","19","105.88235294117646"
"211","50","50","9","9","60","101","68.43521722414457"
"214","50","50","9","9","60","58","101.11495578623607"
"212","50","50","9","9","60","91","74.20222991157247"
"216","50","50","9","9","60","4","100.49980776624375"
"210","50","50","9","9","40","194","83.81391772395233"
"213","50","50","9","9","60","113","74.43291041906959"
"215","50","50","9","9","60","20","106.88196847366397"
"211","50","50","9","9","60","102","68.74279123414071"
"214","50","50","9","9","60","59","100.34602076124567"
"212","50","50","9","9","60","92","72.89504036908882"
"214","50","50","9","9","60","60","99.8077662437524"
"215","50","50","9","9","60","21","107.42022299115725"
"211","50","50","9","9","60","103","68.89657823913879"
"210","50","50","9","9","40","195","84.89042675893887"
"214","50","50","9","9","60","61","98.8081507112649"
"216","50","50","9","9","60","5","101.26874279123415"
"213","50","50","9","9","60","114","75.66320645905421"
"215","50","50","9","9","60","22","107.11264898116109"
"212","50","50","9","9","60","93","72.04921184159939"
"211","50","50","9","9","60","104","69.81930026912725"
"210","50","50","9","9","40","196","86.7358708189158"
"214","50","50","9","9","60","62","97.65474817377931"
"216","50","50","9","9","60","6","101.1918492887351"
"214","50","50","9","9","60","63","95.6555171088043"
"210","50","50","9","9","40","197","88.58131487889273"
"213","50","50","9","9","60","115","76.89350249903883"
"211","50","50","9","9","60","105","71.12648981161092"
"215","50","50","9","9","60","23","106.80507497116494"
"212","50","50","9","9","60","94","71.6647443291042"
"214","50","50","9","9","60","64","94.34832756632065"
"210","50","50","9","9","40","198","89.42714340638216"
"213","50","50","9","9","60","116","78.43137254901961"
"211","50","50","9","9","60","106","71.74163783160323"
"216","50","50","9","9","60","7","102.19146482122261"
"212","50","50","9","9","60","95","71.280276816609"
"214","50","50","9","9","60","65","93.81007304882738"
"211","50","50","9","9","60","107","72.97193387158785"
"210","50","50","9","9","40","199","91.58016147635524"
"215","50","50","9","9","60","24","106.7281814686659"
"213","50","50","9","9","60","117","79.20030757401"
"211","50","50","9","9","60","108","74.97116493656286"
"214","50","50","9","9","60","66","92.19530949634756"
"212","50","50","9","9","60","96","70.58823529411765"
"210","50","50","9","9","40","200","93.19492502883506"
"215","50","50","9","9","60","25","106.26682045367167"
"216","50","50","9","9","60","8","102.19146482122261"
"217","50","50","9","9","60","0","7.6893502499038835"
"215","50","50","9","9","60","26","106.26682045367167"
"214","50","50","9","9","60","67","90.81122645136486"
"212","50","50","9","9","60","97","69.97308727412533"
"211","50","50","9","9","60","109","76.73971549404075"
"213","50","50","9","9","60","118","80.5843906189927"
"217","50","50","9","9","60","1","99.88465974625144"
"217","50","50","9","9","60","2","99.4232987312572"
"212","50","50","9","9","60","98","69.81930026912725"
"211","50","50","9","9","60","110","77.73933102652826"
"214","50","50","9","9","60","68","89.35024990388312"
"215","50","50","9","9","60","27","106.3437139561707"
"216","50","50","9","9","60","9","102.72971933871588"
"215","50","50","9","9","60","28","105.95924644367551"
"214","50","50","9","9","60","69","87.88927335640139"
"212","50","50","9","9","60","99","69.51172625913111"
"213","50","50","9","9","60","119","81.96847366397539"
"217","50","50","9","9","60","3","99.19261822376009"
"211","50","50","9","9","60","111","79.50788158400616"
"217","50","50","9","9","60","4","98.88504421376393"
"212","50","50","9","9","60","100","69.51172625913111"
"214","50","50","9","9","60","70","85.96693579392542"
"216","50","50","9","9","60","10","103.72933487120338"
"214","50","50","9","9","60","71","85.3517877739331"
"212","50","50","9","9","60","101","70.04998077662438"
"211","50","50","9","9","60","112","80.73817762399078"
"217","50","50","9","9","60","5","99.57708573625528"
"213","50","50","9","9","60","120","82.73740868896579"
"215","50","50","9","9","60","29","105.88235294117646"
"216","50","50","9","9","60","11","104.26758938869665"
"217","50","50","9","9","60","6","99.50019223375625"
"214","50","50","9","9","60","72","83.50634371395617"
"215","50","50","9","9","60","30","106.26682045367167"
"211","50","50","9","9","60","113","82.04536716647443"
"213","50","50","9","9","60","121","84.81353325643983"
"212","50","50","9","9","60","102","70.97270280661284"
"216","50","50","9","9","60","12","104.57516339869281"
"213","50","50","9","9","60","122","85.89004229142637"
"212","50","50","9","9","60","103","71.43406382160707"
"214","50","50","9","9","60","73","82.3529411764706"
"211","50","50","9","9","60","114","83.35255670895809"
"215","50","50","9","9","60","31","105.65167243367935"
"217","50","50","9","9","60","7","99.57708573625528"
"216","50","50","9","9","60","13","105.34409842368319"
"211","50","50","9","9","60","115","85.04421376393695"
"213","50","50","9","9","60","123","87.12033833141099"
"215","50","50","9","9","60","32","105.7285659361784"
"214","50","50","9","9","60","74","80.81507112648981"
"212","50","50","9","9","60","104","71.74163783160323"
"217","50","50","9","9","60","8","100.03844675124952"
"213","50","50","9","9","60","124","88.88888888888889"
"215","50","50","9","9","60","33","104.88273740868897"
"214","50","50","9","9","60","75","80.27681660899654"
"216","50","50","9","9","60","14","105.95924644367551"
"217","50","50","9","9","60","9","99.34640522875817"
"212","50","50","9","9","60","105","72.20299884659747"
"211","50","50","9","9","60","116","86.7358708189158"
"214","50","50","9","9","60","76","79.35409457900808"
"215","50","50","9","9","60","34","104.65205690119186"
"213","50","50","9","9","60","125","90.27297193387159"
"214","50","50","9","9","60","77","78.20069204152249"
"216","50","50","9","9","60","15","106.7281814686659"
"211","50","50","9","9","60","117","88.04306036139945"
"213","50","50","9","9","60","126","91.58016147635524"
"212","50","50","9","9","60","106","72.66435986159169"
"217","50","50","9","9","60","10","99.26951172625913"
"215","50","50","9","9","60","35","104.65205690119186"
"213","50","50","9","9","60","127","93.96386005382546"
"214","50","50","9","9","60","78","76.97039600153786"
"217","50","50","9","9","60","11","100.11534025374856"
"211","50","50","9","9","60","118","89.19646289888504"
"215","50","50","9","9","60","36","104.19069588619762"
"212","50","50","9","9","60","107","72.97193387158785"
"216","50","50","9","9","60","16","107.03575547866205"
"215","50","50","9","9","60","37","104.42137639369473"
"217","50","50","9","9","60","12","100.73048827374087"
"212","50","50","9","9","60","108","73.43329488658209"
"211","50","50","9","9","60","119","90.88811995386389"
"213","50","50","9","9","60","128","94.57900807381776"
"214","50","50","9","9","60","79","75.66320645905421"
"212","50","50","9","9","60","109","73.74086889657823"
"216","50","50","9","9","60","17","106.80507497116494"
"217","50","50","9","9","60","13","100.26912725874664"
"215","50","50","9","9","60","38","104.26758938869665"
"211","50","50","9","9","60","120","92.81045751633987"
"213","50","50","9","9","60","129","97.27028066128412"
"214","50","50","9","9","60","80","74.89427143406382"
"212","50","50","9","9","60","110","74.2791234140715"
"217","50","50","9","9","60","14","99.73087274125336"
"216","50","50","9","9","60","18","107.88158400615148"
"212","50","50","9","9","60","111","75.58631295655518"
"213","50","50","9","9","60","130","98.34678969627066"
"214","50","50","9","9","60","81","74.12533640907343"
"211","50","50","9","9","60","121","93.6562860438293"
"215","50","50","9","9","60","39","103.72933487120338"
"217","50","50","9","9","60","15","99.65397923875433"
"216","50","50","9","9","60","19","108.03537101114956"
"214","50","50","9","9","60","82","72.74125336409074"
"211","50","50","9","9","60","122","94.96347558631295"
"217","50","50","9","9","60","16","99.4232987312572"
"212","50","50","9","9","60","112","76.35524798154556"
"215","50","50","9","9","60","40","103.80622837370242"
"213","50","50","9","9","60","131","100.1922337562476"
"217","50","50","9","9","60","17","99.50019223375625"
"211","50","50","9","9","60","123","96.19377162629758"
"215","50","50","9","9","60","41","103.42176086120723"
"214","50","50","9","9","60","83","71.81853133410227"
"216","50","50","9","9","60","20","107.7277970011534"
"214","50","50","9","9","60","84","70.8958093041138"
"215","50","50","9","9","60","42","103.1910803537101"
"213","50","50","9","9","60","132","101.49942329873126"
"217","50","50","9","9","60","18","99.65397923875433"
"212","50","50","9","9","60","113","76.27835447904653"
"211","50","50","9","9","60","124","96.8089196462899"
"211","50","50","9","9","60","125","97.34717416378317"
"216","50","50","9","9","60","21","107.42022299115725"
"211","50","50","9","9","60","126","98.34678969627066"
"213","50","50","9","9","60","133","102.88350634371396"
"215","50","50","9","9","60","43","102.65282583621683"
"217","50","50","9","9","60","19","100.80738177623991"
"212","50","50","9","9","60","114","77.4317570165321"
"214","50","50","9","9","60","85","70.20376778162245"
"215","50","50","9","9","60","44","102.88350634371396"
"211","50","50","9","9","60","127","99.88465974625144"
"217","50","50","9","9","60","20","101.49942329873126"
"212","50","50","9","9","60","115","78.35447904652057"
"216","50","50","9","9","60","22","107.42022299115725"
"217","50","50","9","9","60","21","101.1918492887351"
"214","50","50","9","9","60","86","68.66589773164168"
"212","50","50","9","9","60","116","78.96962706651288"
"215","50","50","9","9","60","45","102.19146482122261"
"211","50","50","9","9","60","128","100.11534025374856"
"213","50","50","9","9","60","134","104.57516339869281"
"215","50","50","9","9","60","46","102.49903883121877"
"211","50","50","9","9","60","129","99.73087274125336"
"216","50","50","9","9","60","23","107.42022299115725"
"214","50","50","9","9","60","87","68.1276432141484"
"217","50","50","9","9","60","22","100.80738177623991"
"212","50","50","9","9","60","117","80.04613610149943"
"213","50","50","9","9","60","135","105.80545943867743"
"211","50","50","9","9","60","130","99.8077662437524"
"215","50","50","9","9","60","47","102.49903883121877"
"216","50","50","9","9","60","24","107.80469050365244"
"217","50","50","9","9","60","23","100.80738177623991"
"213","50","50","9","9","60","136","106.57439446366782"
"215","50","50","9","9","60","48","102.65282583621683"
"212","50","50","9","9","60","118","81.35332564398308"
"211","50","50","9","9","60","131","100.26912725874664"
"214","50","50","9","9","60","88","67.58938869665513"
"213","50","50","9","9","60","137","108.18915801614763"
"211","50","50","9","9","60","132","100.1922337562476"
"215","50","50","9","9","60","49","102.72971933871588"
"217","50","50","9","9","60","24","100.73048827374087"
"216","50","50","9","9","60","25","107.49711649365629"
"213","50","50","9","9","60","138","108.65051903114187"
"214","50","50","9","9","60","89","66.66666666666667"
"217","50","50","9","9","60","25","101.42252979623221"
"211","50","50","9","9","60","133","101.11495578623607"
"215","50","50","9","9","60","50","102.42214532871972"
"212","50","50","9","9","60","119","82.19915417147251"
"217","50","50","9","9","60","26","101.03806228373702"
"211","50","50","9","9","60","134","101.1918492887351"
"213","50","50","9","9","60","139","109.80392156862744"
"214","50","50","9","9","60","90","65.97462514417532"
"217","50","50","9","9","60","27","100.5767012687428"
"215","50","50","9","9","60","51","102.5759323337178"
"216","50","50","9","9","60","26","107.65090349865436"
"217","50","50","9","9","60","28","100.26912725874664"
"215","50","50","9","9","60","52","102.19146482122261"
"213","50","50","9","9","60","140","110.72664359861592"
"214","50","50","9","9","60","91","65.66705113417916"
"212","50","50","9","9","60","120","83.96770472895041"
"211","50","50","9","9","60","135","100.96116878123799"
"217","50","50","9","9","60","29","100.88427527873894"
"216","50","50","9","9","60","27","108.26605151864668"
"211","50","50","9","9","60","136","100.73048827374087"
"214","50","50","9","9","60","92","65.20569011918492"
"215","50","50","9","9","60","53","101.88389081122645"
"212","50","50","9","9","60","121","85.19800076893503"
"213","50","50","9","9","60","141","111.41868512110727"
"217","50","50","9","9","60","30","101.57631680123029"
"216","50","50","9","9","60","28","108.1122645136486"
"214","50","50","9","9","60","93","64.66743560169165"
"212","50","50","9","9","60","122","86.58208381391772"
"211","50","50","9","9","60","137","100.42291426374472"
"215","50","50","9","9","60","54","101.49942329873126"
"213","50","50","9","9","60","142","112.11072664359861"
"217","50","50","9","9","60","31","101.42252979623221"
"212","50","50","9","9","60","123","87.58169934640523"
"214","50","50","9","9","60","94","64.3598615916955"
"216","50","50","9","9","60","29","108.7274125336409"
"217","50","50","9","9","60","32","101.73010380622837"
"212","50","50","9","9","60","124","88.65820838139177"
"214","50","50","9","9","60","95","64.7443291041907"
"211","50","50","9","9","60","138","99.96155324875048"
"215","50","50","9","9","60","55","102.19146482122261"
"213","50","50","9","9","60","143","113.11034217608612"
"217","50","50","9","9","60","33","101.26874279123415"
"214","50","50","9","9","60","96","63.975394079200306"
"215","50","50","9","9","60","56","101.96078431372548"
"216","50","50","9","9","60","30","108.7274125336409"
"212","50","50","9","9","60","125","89.81161091887735"
"211","50","50","9","9","60","139","99.50019223375625"
"214","50","50","9","9","60","97","63.975394079200306"
"217","50","50","9","9","60","34","100.96116878123799"
"213","50","50","9","9","60","144","113.72549019607843"
"215","50","50","9","9","60","57","102.65282583621683"
"217","50","50","9","9","60","35","101.65321030372934"
"216","50","50","9","9","60","31","108.18915801614763"
"217","50","50","9","9","60","36","100.96116878123799"
"212","50","50","9","9","60","126","90.81122645136486"
"214","50","50","9","9","60","98","64.59054209919262"
"211","50","50","9","9","60","140","99.96155324875048"
"213","50","50","9","9","60","145","114.18685121107266"
"215","50","50","9","9","60","58","102.88350634371396"
"216","50","50","9","9","60","32","107.95847750865052"
"212","50","50","9","9","60","127","91.8877354863514"
"217","50","50","9","9","60","37","100.73048827374087"
"213","50","50","9","9","60","146","114.80199923106497"
"211","50","50","9","9","60","141","99.88465974625144"
"214","50","50","9","9","60","99","65.20569011918492"
"215","50","50","9","9","60","59","102.72971933871588"
"216","50","50","9","9","60","33","107.57400999615533"
"211","50","50","9","9","60","142","99.57708573625528"
"214","50","50","9","9","60","100","65.05190311418686"
"212","50","50","9","9","60","128","93.42560553633218"
"215","50","50","9","9","60","60","102.65282583621683"
"217","50","50","9","9","60","38","100.96116878123799"
"213","50","50","9","9","60","147","114.87889273356402"
"215","50","50","9","9","60","61","101.88389081122645"
"211","50","50","9","9","60","143","99.4232987312572"
"216","50","50","9","9","60","34","107.49711649365629"
"215","50","50","9","9","60","62","102.11457131872356"
"213","50","50","9","9","60","148","114.95578623606305"
"214","50","50","9","9","60","101","65.12879661668589"
"217","50","50","9","9","60","39","101.34563629373318"
"212","50","50","9","9","60","129","95.040369088812"
"211","50","50","9","9","60","144","98.34678969627066"
"215","50","50","9","9","60","63","101.03806228373702"
"216","50","50","9","9","60","35","108.7274125336409"
"213","50","50","9","9","60","149","115.0326797385621"
"212","50","50","9","9","60","130","96.42445213379469"
"211","50","50","9","9","60","145","97.80853517877739"
"214","50","50","9","9","60","102","65.59015763168013"
"217","50","50","9","9","60","40","101.57631680123029"
"215","50","50","9","9","60","64","101.11495578623607"
"214","50","50","9","9","60","103","66.82045367166475"
"216","50","50","9","9","60","36","108.95809304113803"
"215","50","50","9","9","60","65","100.73048827374087"
"214","50","50","9","9","60","104","67.20492118415994"
"212","50","50","9","9","60","131","97.65474817377931"
"217","50","50","9","9","60","41","102.03767781622453"
"211","50","50","9","9","60","146","96.8089196462899"
"213","50","50","9","9","60","150","114.95578623606305"
"214","50","50","9","9","60","105","67.8969627066513"
"216","50","50","9","9","60","37","108.7274125336409"
"215","50","50","9","9","60","66","100.49980776624375"
"212","50","50","9","9","60","132","98.8081507112649"
"213","50","50","9","9","60","151","115.80161476355248"
"217","50","50","9","9","60","42","101.49942329873126"
"211","50","50","9","9","60","147","96.50134563629373"
"214","50","50","9","9","60","106","68.58900422914263"
"216","50","50","9","9","60","38","108.80430603613995"
"217","50","50","9","9","60","43","101.42252979623221"
"215","50","50","9","9","60","67","100.34602076124567"
"212","50","50","9","9","60","133","99.73087274125336"
"213","50","50","9","9","60","152","116.03229527104959"
"211","50","50","9","9","60","148","95.57862360630527"
"214","50","50","9","9","60","107","70.35755478662053"
"217","50","50","9","9","60","44","101.57631680123029"
"216","50","50","9","9","60","39","108.49673202614379"
"212","50","50","9","9","60","134","101.49942329873126"
"213","50","50","9","9","60","153","116.64744329104191"
"214","50","50","9","9","60","108","71.04959630911188"
"215","50","50","9","9","60","68","99.57708573625528"
"217","50","50","9","9","60","45","101.57631680123029"
"211","50","50","9","9","60","149","95.88619761630142"
"213","50","50","9","9","60","154","117.49327181853134"
"212","50","50","9","9","60","135","102.5759323337178"
"215","50","50","9","9","60","69","99.19261822376009"
"216","50","50","9","9","60","40","108.03537101114956"
"215","50","50","9","9","60","70","99.03883121876201"
"212","50","50","9","9","60","136","103.72933487120338"
"211","50","50","9","9","60","150","94.50211457131873"
"217","50","50","9","9","60","46","102.03767781622453"
"213","50","50","9","9","60","155","117.10880430603613"
"214","50","50","9","9","60","109","71.97231833910034"
"216","50","50","9","9","60","41","107.88158400615148"
"214","50","50","9","9","60","110","72.97193387158785"
"211","50","50","9","9","60","151","93.81007304882738"
"213","50","50","9","9","60","156","117.0319108035371"
"212","50","50","9","9","60","137","106.03613994617454"
"215","50","50","9","9","60","71","98.8081507112649"
"217","50","50","9","9","60","47","102.19146482122261"
"216","50","50","9","9","60","42","107.88158400615148"
"217","50","50","9","9","60","48","102.65282583621683"
"214","50","50","9","9","60","111","73.35640138408304"
"212","50","50","9","9","60","138","107.7277970011534"
"215","50","50","9","9","60","72","98.11610918877355"
"211","50","50","9","9","60","152","92.65667051134179"
"213","50","50","9","9","60","157","116.18608227604767"
"214","50","50","9","9","60","112","74.12533640907343"
"216","50","50","9","9","60","43","106.7281814686659"
"212","50","50","9","9","60","139","109.34256055363322"
"211","50","50","9","9","60","153","92.04152249134948"
"214","50","50","9","9","60","113","75.50941945405613"
"215","50","50","9","9","60","73","97.88542868127644"
"213","50","50","9","9","60","158","115.57093425605537"
"217","50","50","9","9","60","49","102.26835832372164"
"212","50","50","9","9","60","140","110.41906958861976"
"211","50","50","9","9","60","154","90.81122645136486"
"215","50","50","9","9","60","74","96.8089196462899"
"216","50","50","9","9","60","44","105.80545943867743"
"214","50","50","9","9","60","114","76.89350249903883"
"217","50","50","9","9","60","50","101.42252979623221"
"215","50","50","9","9","60","75","96.88581314878893"
"211","50","50","9","9","60","155","90.34986543637062"
"212","50","50","9","9","60","141","111.80315263360247"
"213","50","50","9","9","60","159","115.49404075355632"
"215","50","50","9","9","60","76","97.50096116878123"
"211","50","50","9","9","60","156","90.04229142637448"
"214","50","50","9","9","60","115","78.20069204152249"
"217","50","50","9","9","60","51","101.42252979623221"
"212","50","50","9","9","60","142","112.72587466359093"
"213","50","50","9","9","60","160","115.72472126105345"
"215","50","50","9","9","60","77","97.73164167627836"
"216","50","50","9","9","60","45","105.7285659361784"
"217","50","50","9","9","60","52","100.80738177623991"
"212","50","50","9","9","60","143","113.80238369857747"
"213","50","50","9","9","60","161","116.4167627835448"
"214","50","50","9","9","60","116","78.89273356401384"
"215","50","50","9","9","60","78","97.11649365628604"
"211","50","50","9","9","60","157","89.81161091887735"
"215","50","50","9","9","60","79","97.11649365628604"
"213","50","50","9","9","60","162","116.64744329104191"
"216","50","50","9","9","60","46","104.42137639369473"
"213","50","50","9","9","60","163","116.4167627835448"
"212","50","50","9","9","60","144","115.0326797385621"
"215","50","50","9","9","60","80","96.34755863129566"
"217","50","50","9","9","60","53","100.5767012687428"
"214","50","50","9","9","60","117","80.12302960399846"
"211","50","50","9","9","60","158","89.19646289888504"
"216","50","50","9","9","60","47","104.3444828911957"
"215","50","50","9","9","60","81","95.57862360630527"
"212","50","50","9","9","60","145","115.87850826605151"
"217","50","50","9","9","60","54","99.50019223375625"
"214","50","50","9","9","60","118","81.5840061514802"
"213","50","50","9","9","60","164","115.80161476355248"
"211","50","50","9","9","60","159","88.7351018838908"
"216","50","50","9","9","60","48","102.72971933871588"
"213","50","50","9","9","60","165","115.6478277585544"
"215","50","50","9","9","60","82","95.42483660130719"
"217","50","50","9","9","60","55","99.65397923875433"
"212","50","50","9","9","60","146","116.87812379853902"
"214","50","50","9","9","60","119","83.12187620146098"
"211","50","50","9","9","60","160","88.1199538638985"
"216","50","50","9","9","60","49","101.80699730872742"
"213","50","50","9","9","60","166","115.10957324106113"
"212","50","50","9","9","60","147","116.87812379853902"
"217","50","50","9","9","60","56","100.11534025374856"
"211","50","50","9","9","60","161","87.12033833141099"
"214","50","50","9","9","60","120","84.89042675893887"
"215","50","50","9","9","60","83","94.42522106881968"
"213","50","50","9","9","60","167","115.26336024605921"
"216","50","50","9","9","60","50","101.42252979623221"
